,Team1,Team2,city1,city2,airfare,coords1,coords2,dist,car_fare,fare,min_fare
80,Baltimore Orioles,Philadelphia Phillies,"Washington, DC (Metropolitan Area)","Philadelphia, PA",373.9,"(39.28388889, -76.62166667)","(39.90583333, -75.16638889)",88.6257,8.09940425,8.09940425,8.09940425
81,Baltimore Orioles,Pittsburgh Pirates,"Washington, DC (Metropolitan Area)","Pittsburgh, PA",219.11,"(39.28388889, -76.62166667)","(40.44694444, -80.00583333)",196.6842,17.974750500000003,219.11,17.974750500000003
82,Baltimore Orioles,San Diego Padres,"Washington, DC (Metropolitan Area)","San Diego, CA",305.83,"(39.28388889, -76.62166667)","(32.70729983, -117.1565998)",2292.073,209.47000472222223,305.83,209.47000472222223
83,Baltimore Orioles,San Francisco Giants,"Washington, DC (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",354.37,"(39.28388889, -76.62166667)","(37.77833333, -122.3894444)",2450.0388,223.90632366666665,354.37,223.90632366666665
84,Baltimore Orioles,Seattle Mariners,"Washington, DC (Metropolitan Area)","Seattle, WA",329.25,"(39.28388889, -76.62166667)","(47.59138889, -122.3325)",2328.802,212.82662722222224,329.25,212.82662722222224
85,Baltimore Orioles,St. Louis Cardinals,"Washington, DC (Metropolitan Area)","St. Louis, MO",204.06,"(39.28388889, -76.62166667)","(38.6225, -90.19305556)",730.1788,66.73022922222223,204.06,66.73022922222223
86,Baltimore Orioles,Tampa Bay Rays,"Washington, DC (Metropolitan Area)","Tampa, FL (Metropolitan Area)",200.65,"(39.28388889, -76.62166667)","(27.76833333, -82.65333333)",867.8988,79.31630700000001,200.65,79.31630700000001
87,Baltimore Orioles,Texas Rangers,"Washington, DC (Metropolitan Area)","Dallas/Fort Worth, TX",239.59,"(39.28388889, -76.62166667)","(32.75138889, -97.08277778)",1226.2483,112.0654696388889,239.59,112.0654696388889
88,Baltimore Orioles,Toronto Blue Jays,"Washington, DC (Metropolitan Area)","Buffalo, NY",208.48,"(39.28388889, -76.62166667)","(43.64138889, -79.38916667)",333.4876,30.477061222222222,208.48,30.477061222222222
89,Baltimore Orioles,Washington Nationals,"Washington, DC (Metropolitan Area)","Washington, DC (Metropolitan Area)",,"(39.28388889, -76.62166667)","(38.87277778, -77.0075)",35.1551,3.2127855277777777,3.2127855277777777,3.2127855277777777
90,Boston Red Sox,Arizona D'Backs,"Boston, MA (Metropolitan Area)","Phoenix, AZ",297.05,"(42.34638889, -71.0975)","(33.44527778, -112.0669444)",2293.6274,209.6120596111111,297.05,209.6120596111111
91,Boston Red Sox,Atlanta Braves,"Boston, MA (Metropolitan Area)","Atlanta, GA (Metropolitan Area)",232.37,"(42.34638889, -71.0975)","(33.73527778, -84.38944444)",934.8801,85.43765358333333,232.37,85.43765358333333
92,Boston Red Sox,Baltimore Orioles,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",173.57,"(42.34638889, -71.0975)","(39.28388889, -76.62166667)",358.0587,32.72258675,173.57,32.72258675
93,Boston Red Sox,Boston Red Sox,"Boston, MA (Metropolitan Area)","Boston, MA (Metropolitan Area)",,"(42.34638889, -71.0975)","(42.34638889, -71.0975)",0.0,0.0,0.0,0.0
94,Boston Red Sox,Chicago Cubs,"Boston, MA (Metropolitan Area)","Chicago, IL",204.65,"(42.34638889, -71.0975)","(41.94833333, -87.65555556)",847.5959,77.46084752777779,204.65,77.46084752777779
95,Boston Red Sox,Chicago White Sox,"Boston, MA (Metropolitan Area)","Chicago, IL",204.65,"(42.34638889, -71.0975)","(41.83, -87.63388889)",847.5853,77.45987880555556,204.65,77.45987880555556
96,Boston Red Sox,Cincinnati Reds,"Boston, MA (Metropolitan Area)","Cincinnati, OH",243.15,"(42.34638889, -71.0975)","(39.0975, -84.50666667)",736.4671,67.30490997222222,243.15,67.30490997222222
97,Boston Red Sox,Cleveland Guardians,"Boston, MA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",195.71,"(42.34638889, -71.0975)","(41.49583333, -81.68527778)",547.2909,50.01630725,195.71,50.01630725
98,Boston Red Sox,Colorado Rockies,"Boston, MA (Metropolitan Area)","Denver, CO",269.24,"(42.34638889, -71.0975)","(39.75611111, -104.9941667)",1764.0316,161.2128878888889,269.24,161.2128878888889
99,Boston Red Sox,Detroit Tigers,"Boston, MA (Metropolitan Area)","Detroit, MI",215.81,"(42.34638889, -71.0975)","(42.33916667, -83.04861111)",610.018,55.74886722222223,215.81,55.74886722222223
100,Boston Red Sox,Houston Astros,"Boston, MA (Metropolitan Area)","Houston, TX",265.35,"(42.34638889, -71.0975)","(29.75694444, -95.35555556)",1601.7737,146.38431869444446,265.35,146.38431869444446
101,Boston Red Sox,Kansas City Royals,"Boston, MA (Metropolitan Area)","Kansas City, MO",219.27,"(42.34638889, -71.0975)","(39.05138889, -94.48055556)",1242.1192,113.51589355555556,219.27,113.51589355555556
102,Boston Red Sox,Los Angeles Angels,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",357.36,"(42.34638889, -71.0975)","(33.80027778, -117.8827778)",2579.3138,235.72062227777778,357.36,235.72062227777778
103,Boston Red Sox,Los Angeles Dodgers,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",357.36,"(42.34638889, -71.0975)","(34.07361111, -118.24)",2588.9108,236.59768144444448,357.36,236.59768144444448
104,Boston Red Sox,Miami Marlins,"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",188.17,"(42.34638889, -71.0975)","(25.77805556, -80.21972222)",1256.7411,114.85217275000001,188.17,114.85217275000001
105,Boston Red Sox,Milwaukee Brewers,"Boston, MA (Metropolitan Area)","Milwaukee, WI",215.39,"(42.34638889, -71.0975)","(43.02833333, -87.97111111)",857.0953,78.32898713888889,215.39,78.32898713888889
106,Boston Red Sox,Minnesota Twins,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",237.7,"(42.34638889, -71.0975)","(44.98166667, -93.27833333)",1120.2103,102.3747746388889,237.7,102.3747746388889
107,Boston Red Sox,New York Mets,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",166.13,"(42.34638889, -71.0975)","(40.75694444, -73.84583333)",179.6357,16.41670702777778,166.13,16.41670702777778
108,Boston Red Sox,New York Yankees,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",166.13,"(42.34638889, -71.0975)","(40.82916667, -73.92638889)",179.9309,16.44368502777778,166.13,16.44368502777778
109,Boston Red Sox,Oakland Athletics,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",367.86,"(42.34638889, -71.0975)","(37.75166667, -122.2005556)",2681.5666,245.06539205555558,367.86,245.06539205555558
110,Boston Red Sox,Philadelphia Phillies,"Boston, MA (Metropolitan Area)","Philadelphia, PA",191.87,"(42.34638889, -71.0975)","(39.90583333, -75.16638889)",270.7318,24.741878388888892,191.87,24.741878388888892
111,Boston Red Sox,Pittsburgh Pirates,"Boston, MA (Metropolitan Area)","Pittsburgh, PA",197.83,"(42.34638889, -71.0975)","(40.44694444, -80.00583333)",479.8981,43.857354138888894,197.83,43.857354138888894
112,Boston Red Sox,San Diego Padres,"Boston, MA (Metropolitan Area)","San Diego, CA",336.24,"(42.34638889, -71.0975)","(32.70729983, -117.1565998)",2577.627,235.56646750000002,336.24,235.56646750000002
113,Boston Red Sox,San Francisco Giants,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",367.86,"(42.34638889, -71.0975)","(37.77833333, -122.3894444)",2690.3094,245.86438683333336,367.86,245.86438683333336
114,Boston Red Sox,Seattle Mariners,"Boston, MA (Metropolitan Area)","Seattle, WA",342.23,"(42.34638889, -71.0975)","(47.59138889, -122.3325)",2485.1784,227.11769266666667,342.23,227.11769266666667
