date,time,away team,home team,Latitude,Longitude
" March 7,  2024",6:05 pm,Toronto Blue Jays,Detroit Tigers,42.33916667,-83.04861111
" March 9,  2024",1:05 pm,Pittsburgh Pirates,Detroit Tigers,42.33916667,-83.04861111
" March 12,  2024",1:05 pm,Minnesota Twins,Detroit Tigers,42.33916667,-83.04861111
" March 14,  2024",1:05 pm,New York Yankees,Detroit Tigers,42.33916667,-83.04861111
" March 15,  2024",1:05 pm,Atlanta Braves,Detroit Tigers,42.33916667,-83.04861111
" March 17,  2024",1:05 pm,Baltimore Orioles,Detroit Tigers,42.33916667,-83.04861111
" March 19,  2024",6:05 pm,Philadelphia Phillies,Detroit Tigers,42.33916667,-83.04861111
" March 21,  2024",1:05 pm,New York Mets,Detroit Tigers,42.33916667,-83.04861111
" March 23,  2024",1:05 pm,New York Yankees,Detroit Tigers,42.33916667,-83.04861111
" March 24,  2024",1:05 pm,Tampa Bay Rays,Detroit Tigers,42.33916667,-83.04861111
" April 5,  2024",1:10 pm,Oakland Athletics,Detroit Tigers,42.33916667,-83.04861111
" April 6,  2024",1:10 pm,Oakland Athletics,Detroit Tigers,42.33916667,-83.04861111
" April 7,  2024",1:40 pm,Oakland Athletics,Detroit Tigers,42.33916667,-83.04861111
" April 11,  2024",1:10 pm,Minnesota Twins,Detroit Tigers,42.33916667,-83.04861111
" April 12,  2024",6:40 pm,Minnesota Twins,Detroit Tigers,42.33916667,-83.04861111
" April 13,  2024",1:10 pm,Minnesota Twins,Detroit Tigers,42.33916667,-83.04861111
" April 14,  2024",1:40 pm,Minnesota Twins,Detroit Tigers,42.33916667,-83.04861111
" April 15,  2024",6:40 pm,Texas Rangers,Detroit Tigers,42.33916667,-83.04861111
" April 16,  2024",1:10 pm,Texas Rangers,Detroit Tigers,42.33916667,-83.04861111
" April 17,  2024",1:10 pm,Texas Rangers,Detroit Tigers,42.33916667,-83.04861111
" April 18,  2024",1:10 pm,Texas Rangers,Detroit Tigers,42.33916667,-83.04861111
" April 26,  2024",1:10 pm,Kansas City Royals,Detroit Tigers,42.33916667,-83.04861111
" April 27,  2024",6:10 pm,Kansas City Royals,Detroit Tigers,42.33916667,-83.04861111
" April 28,  2024",1:40 pm,Kansas City Royals,Detroit Tigers,42.33916667,-83.04861111
" April 29,  2024",6:40 pm,St. Louis Cardinals,Detroit Tigers,42.33916667,-83.04861111
" April 30,  2024",6:40 pm,St. Louis Cardinals,Detroit Tigers,42.33916667,-83.04861111
" May 1,  2024",1:10 pm,St. Louis Cardinals,Detroit Tigers,42.33916667,-83.04861111
" May 10,  2024",6:40 pm,Houston Astros,Detroit Tigers,42.33916667,-83.04861111
" May 11,  2024",6:10 pm,Houston Astros,Detroit Tigers,42.33916667,-83.04861111
" May 12,  2024",1:40 pm,Houston Astros,Detroit Tigers,42.33916667,-83.04861111
" May 13,  2024",6:40 pm,Miami Marlins,Detroit Tigers,42.33916667,-83.04861111
" May 14,  2024",6:40 pm,Miami Marlins,Detroit Tigers,42.33916667,-83.04861111
" May 15,  2024",1:10 pm,Miami Marlins,Detroit Tigers,42.33916667,-83.04861111
" May 23,  2024",6:40 pm,Toronto Blue Jays,Detroit Tigers,42.33916667,-83.04861111
" May 24,  2024",6:40 pm,Toronto Blue Jays,Detroit Tigers,42.33916667,-83.04861111
" May 25,  2024",1:10 pm,Toronto Blue Jays,Detroit Tigers,42.33916667,-83.04861111
" May 26,  2024",1:40 pm,Toronto Blue Jays,Detroit Tigers,42.33916667,-83.04861111
" May 28,  2024",6:40 pm,Pittsburgh Pirates,Detroit Tigers,42.33916667,-83.04861111
" May 29,  2024",1:10 pm,Pittsburgh Pirates,Detroit Tigers,42.33916667,-83.04861111
" June 7,  2024",6:40 pm,Milwaukee Brewers,Detroit Tigers,42.33916667,-83.04861111
" June 8,  2024",4:10 pm,Milwaukee Brewers,Detroit Tigers,42.33916667,-83.04861111
" June 9,  2024",1:40 pm,Milwaukee Brewers,Detroit Tigers,42.33916667,-83.04861111
" June 11,  2024",6:40 pm,Washington Nationals,Detroit Tigers,42.33916667,-83.04861111
" June 12,  2024",6:40 pm,Washington Nationals,Detroit Tigers,42.33916667,-83.04861111
" June 13,  2024",1:10 pm,Washington Nationals,Detroit Tigers,42.33916667,-83.04861111
" June 21,  2024",6:40 pm,Chicago White Sox,Detroit Tigers,42.33916667,-83.04861111
" June 22,  2024",1:10 pm,Chicago White Sox,Detroit Tigers,42.33916667,-83.04861111
" June 23,  2024",1:40 pm,Chicago White Sox,Detroit Tigers,42.33916667,-83.04861111
" June 24,  2024",6:40 pm,Philadelphia Phillies,Detroit Tigers,42.33916667,-83.04861111
" June 25,  2024",6:40 pm,Philadelphia Phillies,Detroit Tigers,42.33916667,-83.04861111
" June 26,  2024",1:10 pm,Philadelphia Phillies,Detroit Tigers,42.33916667,-83.04861111
" July 8,  2024",6:40 pm,Cleveland Guardians,Detroit Tigers,42.33916667,-83.04861111
" July 9,  2024",6:40 pm,Cleveland Guardians,Detroit Tigers,42.33916667,-83.04861111
" July 10,  2024",6:40 pm,Cleveland Guardians,Detroit Tigers,42.33916667,-83.04861111
" July 11,  2024",1:10 pm,Cleveland Guardians,Detroit Tigers,42.33916667,-83.04861111
" July 12,  2024",6:40 pm,Los Angeles Dodgers,Detroit Tigers,42.33916667,-83.04861111
" July 13,  2024",1:10 pm,Los Angeles Dodgers,Detroit Tigers,42.33916667,-83.04861111
" July 14,  2024",1:40 pm,Los Angeles Dodgers,Detroit Tigers,42.33916667,-83.04861111
" July 26,  2024",6:40 pm,Minnesota Twins,Detroit Tigers,42.33916667,-83.04861111
" July 27,  2024",6:10 pm,Minnesota Twins,Detroit Tigers,42.33916667,-83.04861111
" July 28,  2024",1:40 pm,Minnesota Twins,Detroit Tigers,42.33916667,-83.04861111
" July 29,  2024",6:40 pm,Cleveland Guardians,Detroit Tigers,42.33916667,-83.04861111
" July 30,  2024",1:10 pm,Cleveland Guardians,Detroit Tigers,42.33916667,-83.04861111
" August 1,  2024",6:40 pm,Kansas City Royals,Detroit Tigers,42.33916667,-83.04861111
" August 2,  2024",6:40 pm,Kansas City Royals,Detroit Tigers,42.33916667,-83.04861111
" August 3,  2024",6:10 pm,Kansas City Royals,Detroit Tigers,42.33916667,-83.04861111
" August 4,  2024",1:40 pm,Kansas City Royals,Detroit Tigers,42.33916667,-83.04861111
" August 13,  2024",6:40 pm,Seattle Mariners,Detroit Tigers,42.33916667,-83.04861111
" August 14,  2024",6:40 pm,Seattle Mariners,Detroit Tigers,42.33916667,-83.04861111
" August 15,  2024",1:10 pm,Seattle Mariners,Detroit Tigers,42.33916667,-83.04861111
" August 16,  2024",6:40 pm,New York Yankees,Detroit Tigers,42.33916667,-83.04861111
" August 17,  2024",1:10 pm,New York Yankees,Detroit Tigers,42.33916667,-83.04861111
" August 18,  2024",7:10 pm,New York Yankees,Detroit Tigers,42.33916667,-83.04861111
" August 27,  2024",6:40 pm,Los Angeles Angels,Detroit Tigers,42.33916667,-83.04861111
" August 28,  2024",6:40 pm,Los Angeles Angels,Detroit Tigers,42.33916667,-83.04861111
" August 29,  2024",1:10 pm,Los Angeles Angels,Detroit Tigers,42.33916667,-83.04861111
" August 30,  2024",6:40 pm,Boston Red Sox,Detroit Tigers,42.33916667,-83.04861111
" August 31,  2024",6:10 pm,Boston Red Sox,Detroit Tigers,42.33916667,-83.04861111
" September 1,  2024",1:40 pm,Boston Red Sox,Detroit Tigers,42.33916667,-83.04861111
" September 10,  2024",6:40 pm,Colorado Rockies,Detroit Tigers,42.33916667,-83.04861111
" September 11,  2024",6:40 pm,Colorado Rockies,Detroit Tigers,42.33916667,-83.04861111
" September 12,  2024",1:10 pm,Colorado Rockies,Detroit Tigers,42.33916667,-83.04861111
" September 13,  2024",6:40 pm,Baltimore Orioles,Detroit Tigers,42.33916667,-83.04861111
" September 14,  2024",6:10 pm,Baltimore Orioles,Detroit Tigers,42.33916667,-83.04861111
" September 15,  2024",1:40 pm,Baltimore Orioles,Detroit Tigers,42.33916667,-83.04861111
" September 24,  2024",6:40 pm,Tampa Bay Rays,Detroit Tigers,42.33916667,-83.04861111
" September 25,  2024",6:40 pm,Tampa Bay Rays,Detroit Tigers,42.33916667,-83.04861111
" September 26,  2024",1:10 pm,Tampa Bay Rays,Detroit Tigers,42.33916667,-83.04861111
" September 27,  2024",6:40 pm,Chicago White Sox,Detroit Tigers,42.33916667,-83.04861111
" September 28,  2024",1:10 pm,Chicago White Sox,Detroit Tigers,42.33916667,-83.04861111
" September 29,  2024",3:10 pm,Chicago White Sox,Detroit Tigers,42.33916667,-83.04861111
" February 24,  2024",1:05 pm,Pittsburgh Pirates,Minnesota Twins,44.98166667,-93.27833333
" February 27,  2024",1:05 pm,Philadelphia Phillies,Minnesota Twins,44.98166667,-93.27833333
" February 28,  2024",1:05 pm,Baltimore Orioles,Minnesota Twins,44.98166667,-93.27833333
" March 1,  2024",1:05 pm,Boston Red Sox,Minnesota Twins,44.98166667,-93.27833333
" March 3,  2024",1:05 pm,Tampa Bay Rays,Minnesota Twins,44.98166667,-93.27833333
" March 4,  2024",1:05 pm,Atlanta Braves,Minnesota Twins,44.98166667,-93.27833333
" March 6,  2024",1:05 pm,Boston Red Sox,Minnesota Twins,44.98166667,-93.27833333
" March 9,  2024",1:05 pm,New York Yankees,Minnesota Twins,44.98166667,-93.27833333
" March 10,  2024",1:05 pm,Washington Nationals,Minnesota Twins,44.98166667,-93.27833333
" March 13,  2024",1:05 pm,St. Louis Cardinals,Minnesota Twins,44.98166667,-93.27833333
" March 14,  2024",1:05 pm,Toronto Blue Jays,Minnesota Twins,44.98166667,-93.27833333
" March 16,  2024",1:05 pm,Tampa Bay Rays,Minnesota Twins,44.98166667,-93.27833333
" March 18,  2024",1:05 pm,Boston Red Sox,Minnesota Twins,44.98166667,-93.27833333
" March 20,  2024",1:05 pm,Detroit Tigers,Minnesota Twins,44.98166667,-93.27833333
" March 22,  2024",1:05 pm,Atlanta Braves,Minnesota Twins,44.98166667,-93.27833333
" March 24,  2024",1:05 pm,Baltimore Orioles,Minnesota Twins,44.98166667,-93.27833333
" March 26,  2024",1:05 pm,Atlanta Braves,Minnesota Twins,44.98166667,-93.27833333
" April 4,  2024",4:10 pm,Cleveland Guardians,Minnesota Twins,44.98166667,-93.27833333
" April 6,  2024",2:10 pm,Cleveland Guardians,Minnesota Twins,44.98166667,-93.27833333
" April 7,  2024",2:10 pm,Cleveland Guardians,Minnesota Twins,44.98166667,-93.27833333
" April 8,  2024",7:40 pm,Los Angeles Dodgers,Minnesota Twins,44.98166667,-93.27833333
" April 9,  2024",7:40 pm,Los Angeles Dodgers,Minnesota Twins,44.98166667,-93.27833333
" April 10,  2024",1:10 pm,Los Angeles Dodgers,Minnesota Twins,44.98166667,-93.27833333
" April 19,  2024",8:10 pm,Detroit Tigers,Minnesota Twins,44.98166667,-93.27833333
" April 20,  2024",2:10 pm,Detroit Tigers,Minnesota Twins,44.98166667,-93.27833333
" April 21,  2024",2:10 pm,Detroit Tigers,Minnesota Twins,44.98166667,-93.27833333
" April 22,  2024",7:40 pm,Chicago White Sox,Minnesota Twins,44.98166667,-93.27833333
" April 23,  2024",7:40 pm,Chicago White Sox,Minnesota Twins,44.98166667,-93.27833333
" April 24,  2024",7:40 pm,Chicago White Sox,Minnesota Twins,44.98166667,-93.27833333
" April 25,  2024",1:10 pm,Chicago White Sox,Minnesota Twins,44.98166667,-93.27833333
" May 3,  2024",8:10 pm,Boston Red Sox,Minnesota Twins,44.98166667,-93.27833333
" May 4,  2024",2:10 pm,Boston Red Sox,Minnesota Twins,44.98166667,-93.27833333
" May 5,  2024",2:10 pm,Boston Red Sox,Minnesota Twins,44.98166667,-93.27833333
" May 6,  2024",7:40 pm,Seattle Mariners,Minnesota Twins,44.98166667,-93.27833333
" May 7,  2024",7:40 pm,Seattle Mariners,Minnesota Twins,44.98166667,-93.27833333
" May 8,  2024",7:40 pm,Seattle Mariners,Minnesota Twins,44.98166667,-93.27833333
" May 9,  2024",1:10 pm,Seattle Mariners,Minnesota Twins,44.98166667,-93.27833333
" May 14,  2024",7:40 pm,New York Yankees,Minnesota Twins,44.98166667,-93.27833333
" May 15,  2024",7:40 pm,New York Yankees,Minnesota Twins,44.98166667,-93.27833333
" May 16,  2024",1:10 pm,New York Yankees,Minnesota Twins,44.98166667,-93.27833333
" May 24,  2024",8:10 pm,Texas Rangers,Minnesota Twins,44.98166667,-93.27833333
" May 25,  2024",2:10 pm,Texas Rangers,Minnesota Twins,44.98166667,-93.27833333
" May 26,  2024",2:10 pm,Texas Rangers,Minnesota Twins,44.98166667,-93.27833333
" May 27,  2024",2:10 pm,Kansas City Royals,Minnesota Twins,44.98166667,-93.27833333
" May 28,  2024",7:40 pm,Kansas City Royals,Minnesota Twins,44.98166667,-93.27833333
" May 29,  2024",7:40 pm,Kansas City Royals,Minnesota Twins,44.98166667,-93.27833333
" May 30,  2024",1:10 pm,Kansas City Royals,Minnesota Twins,44.98166667,-93.27833333
" June 10,  2024",7:40 pm,Colorado Rockies,Minnesota Twins,44.98166667,-93.27833333
" June 11,  2024",7:40 pm,Colorado Rockies,Minnesota Twins,44.98166667,-93.27833333
" June 12,  2024",1:10 pm,Colorado Rockies,Minnesota Twins,44.98166667,-93.27833333
" June 13,  2024",7:40 pm,Oakland Athletics,Minnesota Twins,44.98166667,-93.27833333
" June 14,  2024",8:10 pm,Oakland Athletics,Minnesota Twins,44.98166667,-93.27833333
" June 15,  2024",2:10 pm,Oakland Athletics,Minnesota Twins,44.98166667,-93.27833333
" June 16,  2024",2:10 pm,Oakland Athletics,Minnesota Twins,44.98166667,-93.27833333
" June 18,  2024",7:40 pm,Tampa Bay Rays,Minnesota Twins,44.98166667,-93.27833333
" June 19,  2024",7:40 pm,Tampa Bay Rays,Minnesota Twins,44.98166667,-93.27833333
" June 20,  2024",1:10 pm,Tampa Bay Rays,Minnesota Twins,44.98166667,-93.27833333
" July 2,  2024",7:40 pm,Detroit Tigers,Minnesota Twins,44.98166667,-93.27833333
" July 3,  2024",8:10 pm,Detroit Tigers,Minnesota Twins,44.98166667,-93.27833333
" July 4,  2024",2:10 pm,Detroit Tigers,Minnesota Twins,44.98166667,-93.27833333
" July 5,  2024",8:10 pm,Houston Astros,Minnesota Twins,44.98166667,-93.27833333
" July 6,  2024",2:10 pm,Houston Astros,Minnesota Twins,44.98166667,-93.27833333
" July 7,  2024",2:10 pm,Houston Astros,Minnesota Twins,44.98166667,-93.27833333
" July 20,  2024",7:10 pm,Milwaukee Brewers,Minnesota Twins,44.98166667,-93.27833333
" July 21,  2024",2:10 pm,Milwaukee Brewers,Minnesota Twins,44.98166667,-93.27833333
" July 22,  2024",7:40 pm,Philadelphia Phillies,Minnesota Twins,44.98166667,-93.27833333
" July 23,  2024",7:40 pm,Philadelphia Phillies,Minnesota Twins,44.98166667,-93.27833333
" July 24,  2024",1:10 pm,Philadelphia Phillies,Minnesota Twins,44.98166667,-93.27833333
" August 2,  2024",8:10 pm,Chicago White Sox,Minnesota Twins,44.98166667,-93.27833333
" August 3,  2024",7:10 pm,Chicago White Sox,Minnesota Twins,44.98166667,-93.27833333
" August 4,  2024",2:10 pm,Chicago White Sox,Minnesota Twins,44.98166667,-93.27833333
" August 9,  2024",8:10 pm,Cleveland Guardians,Minnesota Twins,44.98166667,-93.27833333
" August 10,  2024",7:10 pm,Cleveland Guardians,Minnesota Twins,44.98166667,-93.27833333
" August 11,  2024",2:10 pm,Cleveland Guardians,Minnesota Twins,44.98166667,-93.27833333
" August 12,  2024",7:40 pm,Kansas City Royals,Minnesota Twins,44.98166667,-93.27833333
" August 13,  2024",7:40 pm,Kansas City Royals,Minnesota Twins,44.98166667,-93.27833333
" August 14,  2024",1:10 pm,Kansas City Royals,Minnesota Twins,44.98166667,-93.27833333
" August 23,  2024",8:10 pm,St. Louis Cardinals,Minnesota Twins,44.98166667,-93.27833333
" August 24,  2024",7:10 pm,St. Louis Cardinals,Minnesota Twins,44.98166667,-93.27833333
" August 25,  2024",2:10 pm,St. Louis Cardinals,Minnesota Twins,44.98166667,-93.27833333
" August 26,  2024",7:40 pm,Atlanta Braves,Minnesota Twins,44.98166667,-93.27833333
" August 27,  2024",7:40 pm,Atlanta Braves,Minnesota Twins,44.98166667,-93.27833333
" August 28,  2024",7:40 pm,Atlanta Braves,Minnesota Twins,44.98166667,-93.27833333
" August 30,  2024",8:10 pm,Toronto Blue Jays,Minnesota Twins,44.98166667,-93.27833333
" August 31,  2024",7:10 pm,Toronto Blue Jays,Minnesota Twins,44.98166667,-93.27833333
" September 1,  2024",2:10 pm,Toronto Blue Jays,Minnesota Twins,44.98166667,-93.27833333
" September 9,  2024",7:40 pm,Los Angeles Angels,Minnesota Twins,44.98166667,-93.27833333
" September 10,  2024",7:40 pm,Los Angeles Angels,Minnesota Twins,44.98166667,-93.27833333
" September 11,  2024",7:10 pm,Los Angeles Angels,Minnesota Twins,44.98166667,-93.27833333
" September 13,  2024",8:10 pm,Cincinnati Reds,Minnesota Twins,44.98166667,-93.27833333
" September 14,  2024",7:10 pm,Cincinnati Reds,Minnesota Twins,44.98166667,-93.27833333
" September 15,  2024",2:10 pm,Cincinnati Reds,Minnesota Twins,44.98166667,-93.27833333
" September 24,  2024",7:40 pm,Miami Marlins,Minnesota Twins,44.98166667,-93.27833333
" September 25,  2024",7:40 pm,Miami Marlins,Minnesota Twins,44.98166667,-93.27833333
" September 26,  2024",7:40 pm,Miami Marlins,Minnesota Twins,44.98166667,-93.27833333
" September 27,  2024",8:10 pm,Baltimore Orioles,Minnesota Twins,44.98166667,-93.27833333
" September 28,  2024",2:10 pm,Baltimore Orioles,Minnesota Twins,44.98166667,-93.27833333
" September 29,  2024",3:10 pm,Baltimore Orioles,Minnesota Twins,44.98166667,-93.27833333
" February 24,  2024",1:05 pm,Miami Marlins,St. Louis Cardinals,38.6225,-90.19305556
" February 27,  2024",1:05 pm,Boston Red Sox,St. Louis Cardinals,38.6225,-90.19305556
" February 29,  2024",1:05 pm,Washington Nationals,St. Louis Cardinals,38.6225,-90.19305556
" March 1,  2024",1:05 pm,New York Mets,St. Louis Cardinals,38.6225,-90.19305556
" March 3,  2024",1:05 pm,Miami Marlins,St. Louis Cardinals,38.6225,-90.19305556
" March 5,  2024",1:05 pm,Minnesota Twins,St. Louis Cardinals,38.6225,-90.19305556
" March 7,  2024",1:05 pm,Houston Astros,St. Louis Cardinals,38.6225,-90.19305556
" March 9,  2024",1:05 pm,New York Mets,St. Louis Cardinals,38.6225,-90.19305556
" March 11,  2024",1:05 pm,Washington Nationals,St. Louis Cardinals,38.6225,-90.19305556
" March 14,  2024",1:05 pm,New York Mets,St. Louis Cardinals,38.6225,-90.19305556
" March 15,  2024",6:05 pm,Miami Marlins,St. Louis Cardinals,38.6225,-90.19305556
" March 17,  2024",1:05 pm,Houston Astros,St. Louis Cardinals,38.6225,-90.19305556
" March 19,  2024",1:05 pm,Miami Marlins,St. Louis Cardinals,38.6225,-90.19305556
" March 21,  2024",1:05 pm,Houston Astros,St. Louis Cardinals,38.6225,-90.19305556
" March 23,  2024",1:05 pm,Washington Nationals,St. Louis Cardinals,38.6225,-90.19305556
" April 4,  2024",4:15 pm,Miami Marlins,St. Louis Cardinals,38.6225,-90.19305556
" April 6,  2024",2:15 pm,Miami Marlins,St. Louis Cardinals,38.6225,-90.19305556
" April 7,  2024",2:15 pm,Miami Marlins,St. Louis Cardinals,38.6225,-90.19305556
" April 8,  2024",7:45 pm,Philadelphia Phillies,St. Louis Cardinals,38.6225,-90.19305556
" April 9,  2024",7:45 pm,Philadelphia Phillies,St. Louis Cardinals,38.6225,-90.19305556
" April 10,  2024",1:15 pm,Philadelphia Phillies,St. Louis Cardinals,38.6225,-90.19305556
" April 19,  2024",8:15 pm,Milwaukee Brewers,St. Louis Cardinals,38.6225,-90.19305556
" April 20,  2024",2:15 pm,Milwaukee Brewers,St. Louis Cardinals,38.6225,-90.19305556
" April 21,  2024",2:15 pm,Milwaukee Brewers,St. Louis Cardinals,38.6225,-90.19305556
" April 22,  2024",7:45 pm,Arizona D'Backs,St. Louis Cardinals,38.6225,-90.19305556
" April 23,  2024",7:45 pm,Arizona D'Backs,St. Louis Cardinals,38.6225,-90.19305556
" April 24,  2024",1:15 pm,Arizona D'Backs,St. Louis Cardinals,38.6225,-90.19305556
" May 3,  2024",8:15 pm,Chicago White Sox,St. Louis Cardinals,38.6225,-90.19305556
" May 4,  2024",2:15 pm,Chicago White Sox,St. Louis Cardinals,38.6225,-90.19305556
" May 5,  2024",2:15 pm,Chicago White Sox,St. Louis Cardinals,38.6225,-90.19305556
" May 6,  2024",7:45 pm,New York Mets,St. Louis Cardinals,38.6225,-90.19305556
" May 7,  2024",7:45 pm,New York Mets,St. Louis Cardinals,38.6225,-90.19305556
" May 8,  2024",1:15 pm,New York Mets,St. Louis Cardinals,38.6225,-90.19305556
" May 17,  2024",8:15 pm,Boston Red Sox,St. Louis Cardinals,38.6225,-90.19305556
" May 18,  2024",7:15 pm,Boston Red Sox,St. Louis Cardinals,38.6225,-90.19305556
" May 19,  2024",2:15 pm,Boston Red Sox,St. Louis Cardinals,38.6225,-90.19305556
" May 20,  2024",7:45 pm,Baltimore Orioles,St. Louis Cardinals,38.6225,-90.19305556
" May 21,  2024",7:45 pm,Baltimore Orioles,St. Louis Cardinals,38.6225,-90.19305556
" May 22,  2024",1:15 pm,Baltimore Orioles,St. Louis Cardinals,38.6225,-90.19305556
" May 24,  2024",8:15 pm,Chicago Cubs,St. Louis Cardinals,38.6225,-90.19305556
" May 25,  2024",7:15 pm,Chicago Cubs,St. Louis Cardinals,38.6225,-90.19305556
" May 26,  2024",7:10 pm,Chicago Cubs,St. Louis Cardinals,38.6225,-90.19305556
" June 6,  2024",7:45 pm,Colorado Rockies,St. Louis Cardinals,38.6225,-90.19305556
" June 7,  2024",8:15 pm,Colorado Rockies,St. Louis Cardinals,38.6225,-90.19305556
" June 8,  2024",4:15 pm,Colorado Rockies,St. Louis Cardinals,38.6225,-90.19305556
" June 9,  2024",2:15 pm,Colorado Rockies,St. Louis Cardinals,38.6225,-90.19305556
" June 11,  2024",7:45 pm,Pittsburgh Pirates,St. Louis Cardinals,38.6225,-90.19305556
" June 12,  2024",7:45 pm,Pittsburgh Pirates,St. Louis Cardinals,38.6225,-90.19305556
" June 13,  2024",2:15 pm,Pittsburgh Pirates,St. Louis Cardinals,38.6225,-90.19305556
" June 20,  2024",7:15 pm,San Francisco Giants,St. Louis Cardinals,38.6225,-90.19305556
" June 22,  2024",2:15 pm,San Francisco Giants,St. Louis Cardinals,38.6225,-90.19305556
" June 23,  2024",2:15 pm,San Francisco Giants,St. Louis Cardinals,38.6225,-90.19305556
" June 24,  2024",7:45 pm,Atlanta Braves,St. Louis Cardinals,38.6225,-90.19305556
" June 25,  2024",7:45 pm,Atlanta Braves,St. Louis Cardinals,38.6225,-90.19305556
" June 26,  2024",7:15 pm,Atlanta Braves,St. Louis Cardinals,38.6225,-90.19305556
" June 27,  2024",7:45 pm,Cincinnati Reds,St. Louis Cardinals,38.6225,-90.19305556
" June 28,  2024",8:15 pm,Cincinnati Reds,St. Louis Cardinals,38.6225,-90.19305556
" June 29,  2024",2:15 pm,Cincinnati Reds,St. Louis Cardinals,38.6225,-90.19305556
" June 30,  2024",2:15 pm,Cincinnati Reds,St. Louis Cardinals,38.6225,-90.19305556
" July 9,  2024",7:45 pm,Kansas City Royals,St. Louis Cardinals,38.6225,-90.19305556
" July 10,  2024",7:45 pm,Kansas City Royals,St. Louis Cardinals,38.6225,-90.19305556
" July 12,  2024",8:15 pm,Chicago Cubs,St. Louis Cardinals,38.6225,-90.19305556
" July 13,  2024",2:15 pm,Chicago Cubs,St. Louis Cardinals,38.6225,-90.19305556
" July 14,  2024",2:15 pm,Chicago Cubs,St. Louis Cardinals,38.6225,-90.19305556
" July 26,  2024",8:15 pm,Washington Nationals,St. Louis Cardinals,38.6225,-90.19305556
" July 27,  2024",7:15 pm,Washington Nationals,St. Louis Cardinals,38.6225,-90.19305556
" July 28,  2024",2:15 pm,Washington Nationals,St. Louis Cardinals,38.6225,-90.19305556
" July 29,  2024",7:45 pm,Texas Rangers,St. Louis Cardinals,38.6225,-90.19305556
" July 30,  2024",7:45 pm,Texas Rangers,St. Louis Cardinals,38.6225,-90.19305556
" July 31,  2024",2:15 pm,Texas Rangers,St. Louis Cardinals,38.6225,-90.19305556
" August 6,  2024",7:45 pm,Tampa Bay Rays,St. Louis Cardinals,38.6225,-90.19305556
" August 7,  2024",7:45 pm,Tampa Bay Rays,St. Louis Cardinals,38.6225,-90.19305556
" August 8,  2024",7:15 pm,Tampa Bay Rays,St. Louis Cardinals,38.6225,-90.19305556
" August 16,  2024",8:15 pm,Los Angeles Dodgers,St. Louis Cardinals,38.6225,-90.19305556
" August 17,  2024",7:15 pm,Los Angeles Dodgers,St. Louis Cardinals,38.6225,-90.19305556
" August 18,  2024",2:15 pm,Los Angeles Dodgers,St. Louis Cardinals,38.6225,-90.19305556
" August 20,  2024",7:45 pm,Milwaukee Brewers,St. Louis Cardinals,38.6225,-90.19305556
" August 21,  2024",7:45 pm,Milwaukee Brewers,St. Louis Cardinals,38.6225,-90.19305556
" August 22,  2024",2:15 pm,Milwaukee Brewers,St. Louis Cardinals,38.6225,-90.19305556
" August 26,  2024",7:45 pm,San Diego Padres,St. Louis Cardinals,38.6225,-90.19305556
" August 27,  2024",7:45 pm,San Diego Padres,St. Louis Cardinals,38.6225,-90.19305556
" August 28,  2024",7:45 pm,San Diego Padres,St. Louis Cardinals,38.6225,-90.19305556
" August 29,  2024",2:15 pm,San Diego Padres,St. Louis Cardinals,38.6225,-90.19305556
" September 6,  2024",8:15 pm,Seattle Mariners,St. Louis Cardinals,38.6225,-90.19305556
" September 7,  2024",7:15 pm,Seattle Mariners,St. Louis Cardinals,38.6225,-90.19305556
" September 8,  2024",2:15 pm,Seattle Mariners,St. Louis Cardinals,38.6225,-90.19305556
" September 10,  2024",7:45 pm,Cincinnati Reds,St. Louis Cardinals,38.6225,-90.19305556
" September 11,  2024",7:45 pm,Cincinnati Reds,St. Louis Cardinals,38.6225,-90.19305556
" September 12,  2024",1:15 pm,Cincinnati Reds,St. Louis Cardinals,38.6225,-90.19305556
" September 16,  2024",7:45 pm,Pittsburgh Pirates,St. Louis Cardinals,38.6225,-90.19305556
" September 17,  2024",7:45 pm,Pittsburgh Pirates,St. Louis Cardinals,38.6225,-90.19305556
" September 18,  2024",7:45 pm,Pittsburgh Pirates,St. Louis Cardinals,38.6225,-90.19305556
" September 19,  2024",7:15 pm,Pittsburgh Pirates,St. Louis Cardinals,38.6225,-90.19305556
" September 20,  2024",8:15 pm,Cleveland Guardians,St. Louis Cardinals,38.6225,-90.19305556
" September 21,  2024",7:15 pm,Cleveland Guardians,St. Louis Cardinals,38.6225,-90.19305556
" September 22,  2024",2:15 pm,Cleveland Guardians,St. Louis Cardinals,38.6225,-90.19305556
" February 24,  2024",1:05 pm,Atlanta Braves,Tampa Bay Rays,27.76833333,-82.65333333
" February 25,  2024",1:05 pm,Detroit Tigers,Tampa Bay Rays,27.76833333,-82.65333333
" February 27,  2024",1:05 pm,New York Yankees,Tampa Bay Rays,27.76833333,-82.65333333
" February 29,  2024",1:05 pm,Atlanta Braves,Tampa Bay Rays,27.76833333,-82.65333333
" March 2,  2024",1:05 pm,Boston Red Sox,Tampa Bay Rays,27.76833333,-82.65333333
" March 4,  2024",1:05 pm,Pittsburgh Pirates,Tampa Bay Rays,27.76833333,-82.65333333
" March 7,  2024",1:05 pm,Philadelphia Phillies,Tampa Bay Rays,27.76833333,-82.65333333
